DIFFEREN,0.002173287012184814
NATIONAL,0.001635862817198686
CONSIDER,0.0016300605812121058
POSITION,0.0015478185232741962
IFFERENT,0.0014983612947125843
GOVERNME,0.0014509430190708826
VERNMENT,0.0014509430190708826
OVERNMEN,0.0014509430190708826
INTEREST,0.0014304856419361048
IMPORTAN,0.0014184262544782611
ORMATION,0.001374593553050698
FORMATIO,0.001374593553050698
RELATION,0.001353285514281214
QUESTION,0.0012619146144306841
AMERICAN,0.0012593887657538886
CHARACTE,0.0011776215526599196
HARACTER,0.0011776215526599196
ARTICULA,0.001129095292757719
POSSIBLE,0.001107719137174662
CHILDREN,0.0011071200513056512
ELOPMENT,0.001095386702593328
VELOPMEN,0.001095386702593328
DEVELOPM,0.0010943472433224857
EVELOPME,0.0010943472433224857
CONDITIO,0.0010792563968814765
ONDITION,0.0010788426618283402
MPORTANT,0.001072029370443149
RTICULAR,0.0010544063939489463
PARTICUL,0.0010543177614279326
EPRESENT,0.0010455853168033727
REPRESEN,0.0010455853168033727
INCREASE,0.0010287395982781723
INDIVIDU,0.001025954169049153
NDIVIDUA,0.0010253888678497932
DIVIDUAL,0.0010210612748685378
ELATIONS,0.0009715219089688298
NFORMATI,0.0009638878273113696
POLITICA,0.0009561406355258492
OLITICAL,0.0009540181231305359
UNIVERSI,0.0009539296655421293
FUNCTION,0.0009528352385586934
INFORMAT,0.0009506275696180624
NIVERSIT,0.0009485733781243638
IVERSITY,0.0009425799569955075
LICATION,0.0009231440307915019
EXPERIEN,0.0009215600225117097
STRUCTUR,0.0009207745945420497
DETERMIN,0.0009195856294423583
OLLOWING,0.0009175085995249336
FOLLOWIN,0.0009169224716268313
XPERIENC,0.0009127251127321914
OLOGICAL,0.0009022879790052761
STITUTIO,0.000895023627131747
TITUTION,0.0008945347779607471
ECONOMIC,0.0008901553952092633
PERIENCE,0.0008888171607636919
EDUCATIO,0.0008874168414400054
DUCATION,0.0008874168414400054
NECESSAR,0.000885104436460014
ALTHOUGH,0.0008746119074074651
RODUCTIO,0.0008733089186427648
ODUCTION,0.0008733089186427648
ASSOCIAT,0.0008650047252382515
MATERIAL,0.0008625820479258291
NSTITUTI,0.0008563565722144513
HEREFORE,0.00084353561241139
THEREFOR,0.0008398705993565971
COMPLETE,0.0008276981633210552
BUSINESS,0.0008232270251775686
FICATION,0.0008080414430112476
IFICATIO,0.0008076395580225071
STABLISH,0.0008009478124044374
ESTABLIS,0.0008009478124044374
PRODUCTI,0.0008000969887950951
KNOWLEDG,0.0007972010993430665
RESEARCH,0.0007938581663736816
PRESSION,0.000779881941913769
NIZATION,0.0007763485948013769
UNDERSTA,0.0007718233344528985
NDERSTAN,0.0007648977557708002
DERSTAND,0.0007648977557708002
IFFICULT,0.0007609605799740312
DIFFICUL,0.0007609605799740312
TRUCTURE,0.0007588983221434423
TOGETHER,0.000754377273135509
DEPENDEN,0.0007532469460936711
NOWLEDGE,0.000752772535341756
PERSONAL,0.0007512668191221927
CONTINUE,0.000749962576673807
STRUCTIO,0.0007421519232257625
TRUCTION,0.0007421519232257625
SOMETHIN,0.0007260413427851263
OMETHING,0.0007237049947143888
ECESSARY,0.0007229498883966546
EMSELVES,0.0007028898447633356
THEMSELV,0.0007028898447633356
HEMSELVE,0.0007028898447633356
MINATION,0.0007025146013627829
RESIDENT,0.0007018615196289965
PLICATIO,0.0006999744535650899
ICATIONS,0.000699321400986738
ANIZATIO,0.0006963511263027094
LANGUAGE,0.0006933623605941945
INSTITUT,0.0006925980638355934
PERATION,0.0006904487057640505
NSTRUCTI,0.0006893406664321752
STANDING,0.0006869856750807931
CONSTITU,0.0006799816002504241
DESCRIBE,0.0006794793687349684
CCORDING,0.0006793706189641192
ACCORDIN,0.0006793706189641192
IFFERENC,0.0006746004983183689
OPERATIO,0.0006744396121515694
FFERENCE,0.0006739828274795825
ORGANIZA,0.0006738727851511351
RGANIZAT,0.0006732843928476164
GANIZATI,0.0006732843928476164
SOLUTION,0.0006705111797456711
ADDITION,0.0006701848591642832
COMMUNIT,0.000667796416811001
SPECIFIC,0.0006676067995832048
ONSIDERA,0.000648451108937051
PRACTICE,0.0006401012840379836
INFLUENC,0.0006375584247848779
APPROACH,0.0006364602788637913
FFICIENT,0.0006326281079842792
ENTATION,0.0006271764207451928
NFLUENCE,0.0006241126219061325
SIGNIFIC,0.0006225650255245931
IGNIFICA,0.0006225650255245931
GNIFICAN,0.0006110881247750265
STRATION,0.0006075091332101094
ONSTRUCT,0.0006055898633490026
CONSTRUC,0.0006051589363079635
ETERMINE,0.0006028257532216204
STANDARD,0.0006013751180968962
INTRODUC,0.0006007046824005706
PRINCIPL,0.0005985244584423237
RINCIPLE,0.0005985244584423237
ONSTITUT,0.0005977794982158108
SPECIALL,0.0005963595864401106
PECIALLY,0.000596025500794656
NDITIONS,0.0005956032815100673
ADMINIST,0.0005949464516831956
RIBUTION,0.0005948274230019232
TRIBUTIO,0.0005948274230019232
PROBLEMS,0.0005913352401236146
DITIONAL,0.0005907657632181295
PULATION,0.0005888971136703765
PARTMENT,0.0005875612116595687
MOVEMENT,0.0005864855348600372
ERNATION,0.0005810046144385815
TERNATIO,0.0005791273931930726
ITUATION,0.0005777788992740344
ANALYSIS,0.0005775508584230019
SITUATIO,0.0005752665009710418
COMMITTE,0.0005738467932833835
PRESIDEN,0.000572360786137572
BUILDING,0.0005698836691498704
TIONSHIP,0.0005695226276854334
LATIONSH,0.0005695226276854334
ATIONSHI,0.0005695226276854334
AUTHORIT,0.0005690463769016492
ARACTERI,0.0005663801545260024
ESPECIAL,0.0005654780529862825
RNATIONA,0.0005637772804306341
NTERNATI,0.0005634112145129774
INTERNAT,0.0005617834698418764
EFERENCE,0.0005572854827826674
SOMETIME,0.0005552755978309977
REFERENC,0.0005478935454682143
DISTRIBU,0.0005456516350894577
ISTRIBUT,0.0005456516350894577
DECISION,0.0005449754071801359
VOLUTION,0.0005440060634898794
EVIDENCE,0.0005435040101465237
OPULATIO,0.00054273707320135
TRADITIO,0.0005427084684805696
RADITION,0.000542234015615249
POPULATI,0.0005408180236257486
PRESENTA,0.0005354937521146052
OMETIMES,0.0005354319976647483
EVOLUTIO,0.0005351693395944338
CHRISTIA,0.0005339251379042523
HRISTIAN,0.0005334749002470669
ESENTATI,0.0005325469961477755
RESENTAT,0.0005325469961477755
RELATIVE,0.0005315537838751056
